Generation,fitness,metabolic_error,amount_of_dna,nb_coding_rnas,nb_non_coding_rnas,nb_functional_genes,nb_non_functional_genes,nb_mut,nb_switch
973,1.4773e-51,0.117143,5000,1.10742,15.1279,0.99707,0.110352,0.0361328,0.0361328
974,1.48164e-51,0.117039,5000,1.11816,15.2227,1,0.118164,0.0517578,0.0517578
975,1.48164e-51,0.117039,5000,1.125,15.1973,1,0.125,0.046875,0.046875
976,1.48164e-51,0.117039,5000,1.12207,15.2354,1,0.12207,0.0478516,0.0478516
977,1.47875e-51,0.117088,5000,1.11719,15.2285,0.999023,0.118164,0.0498047,0.0498047
978,1.48164e-51,0.117039,5000,1.12012,15.2461,1,0.120117,0.0429688,0.0429688
979,1.48019e-51,0.117054,5000,1.11133,15.2568,1,0.111328,0.0478516,0.0478516
980,1.48164e-51,0.117039,5000,1.1123,15.2051,1,0.112305,0.0498047,0.0498047
981,1.48019e-51,0.117073,5000,1.11426,15.1621,0.999023,0.115234,0.0644531,0.0644531
982,1.48019e-51,0.117054,5000,1.1123,15.1309,1,0.112305,0.0478516,0.0478516
983,1.48164e-51,0.117039,5000,1.10645,15.1387,1,0.106445,0.0449219,0.0449219
984,1.48019e-51,0.117054,5000,1.09863,15.083,1,0.0986328,0.0644531,0.0644531
985,1.48019e-51,0.117054,5000,1.10352,15.1523,1,0.103516,0.0556641,0.0556641
986,1.47875e-51,0.117069,5000,1.09863,15.1309,1,0.0986328,0.0439453,0.0439453
987,1.48164e-51,0.117039,5000,1.10449,15.1143,1,0.104492,0.0458984,0.0458984
988,1.48164e-51,0.117039,5000,1.10254,15.1182,1,0.102539,0.0419922,0.0419922
989,1.48164e-51,0.117039,5000,1.10938,15.0996,1,0.109375,0.0654297,0.0654297
990,1.48019e-51,0.117073,5000,1.10352,15.0664,0.999023,0.104492,0.0566406,0.0566406
991,1.48164e-51,0.117039,5000,1.0957,15.0596,1,0.0957031,0.0498047,0.0498047
992,1.48164e-51,0.117039,5000,1.09766,15.0459,1,0.0976562,0.046875,0.046875
993,1.48164e-51,0.117039,5000,1.09277,15.04,1,0.0927734,0.0576172,0.0576172
994,1.48164e-51,0.117039,5000,1.08496,14.9707,1,0.0849609,0.0488281,0.0488281
995,1.48075e-51,0.11704,5000,1.07617,14.9951,1,0.0761719,0.0527344,0.0527344
996,1.48019e-51,0.117054,5000,1.07422,14.9775,1,0.0742188,0.0458984,0.0458984
997,1.47875e-51,0.117088,5000,1.07715,15.0713,0.999023,0.078125,0.0537109,0.0537109
998,1.48164e-51,0.117039,5000,1.06445,15.0664,1,0.0644531,0.0390625,0.0390625
999,1.48164e-51,0.117039,5000,1.07324,15.0557,1,0.0732422,0.0537109,0.0537109
1000,1.48019e-51,0.117054,5000,1.08105,15.0498,1,0.0810547,0.0595703,0.0595703
1001,1.47875e-51,0.117082,5000,1.07812,15.0469,1,0.078125,0.0546875,0.0546875
1002,1.48019e-51,0.117054,5000,1.08105,15.0811,1,0.0810547,0.0595703,0.0595703
1003,1.48164e-51,0.117039,5000,1.08691,15.0996,1,0.0869141,0.0419922,0.0419922
1004,1.48019e-51,0.117054,5000,1.07812,15.1152,1,0.078125,0.0380859,0.0380859
1005,1.48164e-51,0.117039,5000,1.07324,15.123,1,0.0732422,0.046875,0.046875
1006,1.47875e-51,0.117108,5000,1.07031,15.1318,0.998047,0.0722656,0.0458984,0.0458984
1007,1.47875e-51,0.117088,5000,1.07129,15.1406,0.999023,0.0722656,0.0507812,0.0507812
1008,1.48019e-51,0.117054,5000,1.0752,15.0996,1,0.0751953,0.0585938,0.0585938
1009,1.48019e-51,0.117054,5000,1.0791,15.1152,1,0.0791016,0.0566406,0.0566406
1010,1.48164e-51,0.117039,5000,1.07129,15.1025,1,0.0712891,0.0527344,0.0527344
1011,1.47875e-51,0.117088,5000,1.07812,15.1006,0.999023,0.0791016,0.0537109,0.0537109
1012,1.47875e-51,0.117108,5000,1.07715,15.1172,0.998047,0.0791016,0.0537109,0.0537109
1013,1.48019e-51,0.117073,5000,1.06836,15.0977,0.999023,0.0693359,0.0576172,0.0576172
1014,1.48164e-51,0.117039,5000,1.07031,15.1182,1,0.0703125,0.0605469,0.0605469
1015,1.48164e-51,0.117039,5000,1.06543,15.1318,1,0.0654297,0.0527344,0.0527344
1016,1.48019e-51,0.117054,5000,1.07129,15.1182,1,0.0712891,0.0527344,0.0527344
1017,1.48164e-51,0.117039,5000,1.0791,15.1299,1,0.0791016,0.0478516,0.0478516
1018,1.48164e-51,0.117039,5000,1.08301,15.1641,1,0.0830078,0.0449219,0.0449219
1019,1.48164e-51,0.117039,5000,1.08496,15.166,1,0.0849609,0.0576172,0.0576172
1020,1.48164e-51,0.117039,5000,1.0752,15.1582,1,0.0751953,0.046875,0.046875
1021,1.48019e-51,0.117073,5000,1.0752,15.1562,0.999023,0.0761719,0.0507812,0.0507812
1022,1.48019e-51,0.117073,5000,1.07617,15.1514,0.999023,0.0771484,0.0556641,0.0556641
1023,1.48019e-51,0.117054,5000,1.07812,15.1094,1,0.078125,0.0576172,0.0576172
1024,1.47875e-51,0.117069,5000,1.08398,15.1152,1,0.0839844,0.0546875,0.0546875
1025,1.47875e-51,0.117108,5000,1.08496,15.124,0.999023,0.0869141,0.046875,0.046875
1026,1.48164e-51,0.117039,5000,1.08984,15.2363,1,0.0898438,0.0478516,0.0478516
1027,1.48019e-51,0.117054,5000,1.08887,15.248,1,0.0888672,0.0439453,0.0439453
1028,1.48164e-51,0.117039,5000,1.08887,15.2754,1,0.0888672,0.0478516,0.0478516
1029,1.48019e-51,0.117073,5000,1.0957,15.3184,0.999023,0.0966797,0.0546875,0.0546875
1030,1.48164e-51,0.117039,5000,1.1084,15.3457,1,0.108398,0.0634766,0.0634766
1031,1.48019e-51,0.117073,5000,1.11621,15.4082,0.999023,0.117188,0.0478516,0.0478516
1032,1.48164e-51,0.117039,5000,1.12012,15.4424,1,0.120117,0.0488281,0.0488281
1033,1.47875e-51,0.117108,5000,1.10742,15.4434,0.998047,0.109375,0.0507812,0.0507812
1034,1.48164e-51,0.117039,5000,1.1123,15.4473,1,0.112305,0.0537109,0.0537109
1035,1.48164e-51,0.117039,5000,1.10938,15.4492,1,0.109375,0.0625,0.0625
1036,1.48164e-51,0.117039,5000,1.10742,15.4443,1,0.107422,0.0458984,0.0458984
1037,1.4773e-51,0.117131,5000,1.09668,15.4424,0.999023,0.0976562,0.0576172,0.0576172
1038,1.48164e-51,0.117039,5000,1.10547,15.4512,1,0.105469,0.0566406,0.0566406
1039,1.48019e-51,0.117054,5000,1.1084,15.4355,1,0.108398,0.0556641,0.0556641
1040,1.48164e-51,0.117039,5000,1.11426,15.4746,1,0.114258,0.0458984,0.0458984
1041,1.48164e-51,0.117039,5000,1.11328,15.5068,1,0.113281,0.0478516,0.0478516
1042,1.48164e-51,0.117039,5000,1.12402,15.5342,1,0.124023,0.0703125,0.0703125
1043,1.48164e-51,0.117039,5000,1.125,15.5215,1,0.125,0.0458984,0.0458984
1044,1.48164e-51,0.117039,5000,1.11914,15.5381,1,0.119141,0.0527344,0.0527344
1045,1.48164e-51,0.117039,5000,1.12012,15.5078,1,0.120117,0.0449219,0.0449219
1046,1.48019e-51,0.117073,5000,1.11914,15.5576,0.999023,0.120117,0.0478516,0.0478516
1047,1.47875e-51,0.117088,5000,1.11328,15.5762,0.999023,0.114258,0.0488281,0.0488281
1048,1.47875e-51,0.117088,5000,1.1123,15.5137,1,0.113281,0.0351562,0.0351562
1049,1.48019e-51,0.117073,5000,1.10449,15.5117,0.999023,0.105469,0.0507812,0.0507812
1050,1.48164e-51,0.117039,5000,1.10254,15.4922,1,0.102539,0.0566406,0.0566406
1051,1.47875e-51,0.117108,5000,1.10254,15.4736,0.998047,0.104492,0.0498047,0.0498047
1052,1.48164e-51,0.117039,5000,1.09961,15.4688,1,0.0996094,0.0527344,0.0527344
1053,1.48019e-51,0.117054,5000,1.09863,15.4785,1,0.0986328,0.0625,0.0625
1054,1.48164e-51,0.117039,5000,1.08984,15.4492,1,0.0898438,0.0419922,0.0419922
1055,1.48019e-51,0.117073,5000,1.09766,15.4717,0.999023,0.0986328,0.0585938,0.0585938
1056,1.4773e-51,0.117143,5000,1.09668,15.457,0.99707,0.0996094,0.0566406,0.0566406
1057,1.48019e-51,0.117054,5000,1.10059,15.4004,1,0.100586,0.0439453,0.0439453
1058,1.48164e-51,0.117039,5000,1.09277,15.3955,1,0.0927734,0.0488281,0.0488281
1059,1.48164e-51,0.117039,5000,1.08887,15.3506,1,0.0888672,0.0449219,0.0449219
1060,1.48019e-51,0.117054,5000,1.08203,15.3594,1,0.0820312,0.0625,0.0625
1061,1.48164e-51,0.117039,5000,1.08887,15.3369,1,0.0888672,0.0449219,0.0449219
1062,1.48164e-51,0.117039,5000,1.09082,15.3008,1,0.0908203,0.0683594,0.0683594
1063,1.48164e-51,0.117039,5000,1.08594,15.2725,1,0.0859375,0.0585938,0.0585938
1064,1.48164e-51,0.117039,5000,1.07812,15.2451,1,0.078125,0.0458984,0.0458984
1065,1.48164e-51,0.117039,5000,1.07422,15.3311,1,0.0742188,0.0498047,0.0498047
1066,1.4773e-51,0.117123,5000,1.06348,15.3271,0.998047,0.0654297,0.0488281,0.0488281
1067,1.48164e-51,0.117039,5000,1.05664,15.3242,1,0.0566406,0.0439453,0.0439453
1068,1.48164e-51,0.117039,5000,1.06055,15.3438,1,0.0605469,0.0595703,0.0595703
1069,1.48164e-51,0.117039,5000,1.06543,15.3174,1,0.0654297,0.0517578,0.0517578
1070,1.48019e-51,0.117054,5000,1.07422,15.3193,1,0.0742188,0.0556641,0.0556641
1071,1.48019e-51,0.117073,5000,1.08008,15.2861,0.999023,0.0810547,0.046875,0.046875
1072,1.48164e-51,0.117039,5000,1.07129,15.291,1,0.0712891,0.0498047,0.0498047
1073,1.47875e-51,0.117088,5000,1.06641,15.291,0.999023,0.0673828,0.0527344,0.0527344
1074,1.47875e-51,0.117108,5000,1.05762,15.3193,0.998047,0.0595703,0.0537109,0.0537109
1075,1.48164e-51,0.117039,5000,1.05762,15.3633,1,0.0576172,0.0517578,0.0517578
1076,1.47875e-51,0.117076,5000,1.0498,15.3643,1,0.0498047,0.0527344,0.0527344
1077,1.47875e-51,0.117088,5000,1.06445,15.4766,0.999023,0.0654297,0.0537109,0.0537109
1078,1.48164e-51,0.117039,5000,1.05273,15.4619,1,0.0527344,0.0556641,0.0556641
1079,1.48019e-51,0.117073,5000,1.04004,15.4365,0.999023,0.0410156,0.0664062,0.0664062
1080,1.48164e-51,0.117039,5000,1.05859,15.4229,1,0.0585938,0.0576172,0.0576172
1081,1.48019e-51,0.117073,5000,1.04883,15.3789,0.999023,0.0498047,0.0380859,0.0380859
1082,1.48164e-51,0.117039,5000,1.03809,15.3115,1,0.0380859,0.0537109,0.0537109
1083,1.48164e-51,0.117039,5000,1.03418,15.3076,1,0.0341797,0.0390625,0.0390625
1084,1.48164e-51,0.117039,5000,1.03613,15.3262,1,0.0361328,0.0595703,0.0595703
1085,1.48164e-51,0.117039,5000,1.03711,15.333,1,0.0371094,0.0351562,0.0351562
1086,1.48164e-51,0.117039,5000,1.03125,15.2578,1,0.03125,0.0644531,0.0644531
1087,1.48164e-51,0.117039,5000,1.0293,15.3457,1,0.0292969,0.0507812,0.0507812
1088,1.48019e-51,0.117054,5000,1.0293,15.3584,1,0.0292969,0.0537109,0.0537109
1089,1.48164e-51,0.117039,5000,1.03027,15.3594,1,0.0302734,0.0517578,0.0517578
1090,1.48019e-51,0.117073,5000,1.02051,15.377,0.999023,0.0214844,0.0517578,0.0517578
1091,1.47875e-51,0.117076,5000,1.02539,15.4238,1,0.0253906,0.0439453,0.0439453
1092,1.48164e-51,0.117039,5000,1.03418,15.4316,1,0.0341797,0.0498047,0.0498047
1093,1.48164e-51,0.117039,5000,1.03516,15.4668,1,0.0351562,0.0556641,0.0556641
1094,1.48019e-51,0.117073,5000,1.0332,15.3984,0.999023,0.0341797,0.0488281,0.0488281
1095,1.48164e-51,0.117039,5000,1.03516,15.4248,1,0.0351562,0.0419922,0.0419922
1096,1.48164e-51,0.117039,5000,1.03516,15.4531,1,0.0351562,0.0566406,0.0566406
1097,1.48019e-51,0.117054,5000,1.03516,15.5176,1,0.0351562,0.0371094,0.0371094
1098,1.48164e-51,0.117039,5000,1.03711,15.5166,1,0.0371094,0.0439453,0.0439453
1099,1.48164e-51,0.117039,5000,1.04102,15.5215,1,0.0410156,0.0634766,0.0634766
1100,1.48019e-51,0.117073,5000,1.03809,15.5381,0.999023,0.0390625,0.0566406,0.0566406
1101,1.48164e-51,0.117039,5000,1.04004,15.5205,1,0.0400391,0.0585938,0.0585938
1102,1.48019e-51,0.117054,5000,1.03613,15.4902,1,0.0361328,0.0439453,0.0439453
1103,1.48019e-51,0.117073,5000,1.03711,15.4805,0.999023,0.0380859,0.0439453,0.0439453
1104,1.48164e-51,0.117039,5000,1.04492,15.5391,1,0.0449219,0.0429688,0.0429688
1105,1.48164e-51,0.117039,5000,1.0498,15.5479,1,0.0498047,0.0537109,0.0537109
1106,1.48164e-51,0.117039,5000,1.04883,15.5361,1,0.0488281,0.0537109,0.0537109
1107,1.48019e-51,0.117054,5000,1.04492,15.5352,1,0.0449219,0.0488281,0.0488281
1108,1.48164e-51,0.117039,5000,1.05762,15.4912,1,0.0576172,0.0546875,0.0546875
1109,1.48164e-51,0.117039,5000,1.05957,15.5137,1,0.0595703,0.0429688,0.0429688
1110,1.48164e-51,0.117039,5000,1.0752,15.5518,1,0.0751953,0.0400391,0.0400391
1111,1.48164e-51,0.117039,5000,1.07715,15.5488,1,0.0771484,0.0507812,0.0507812
1112,1.48164e-51,0.117039,5000,1.07422,15.5293,1,0.0742188,0.0439453,0.0439453
1113,1.48164e-51,0.117039,5000,1.08203,15.502,1,0.0820312,0.0507812,0.0507812
1114,1.48164e-51,0.117039,5000,1.08301,15.5381,1,0.0830078,0.0615234,0.0615234
1115,1.48019e-51,0.117067,5000,1.09668,15.5801,1,0.0966797,0.0625,0.0625
1116,1.48164e-51,0.117039,5000,1.09277,15.4902,1,0.0927734,0.0498047,0.0498047
1117,1.47875e-51,0.117088,5000,1.08789,15.4912,0.999023,0.0888672,0.0517578,0.0517578
1118,1.48164e-51,0.117039,5000,1.08203,15.4326,1,0.0820312,0.046875,0.046875
1119,1.48164e-51,0.117039,5000,1.08496,15.4668,1,0.0849609,0.0595703,0.0595703
1120,1.48164e-51,0.117039,5000,1.08594,15.4824,1,0.0859375,0.0537109,0.0537109
1121,1.48164e-51,0.117039,5000,1.09375,15.5342,1,0.09375,0.0419922,0.0419922
1122,1.48164e-51,0.117039,5000,1.10254,15.5605,1,0.102539,0.0625,0.0625
1123,1.48164e-51,0.117039,5000,1.10547,15.5801,1,0.105469,0.0507812,0.0507812
1124,1.48164e-51,0.117039,5000,1.11133,15.5781,1,0.111328,0.0566406,0.0566406
1125,1.48164e-51,0.117039,5000,1.12695,15.6172,1,0.126953,0.0429688,0.0429688
1126,1.48019e-51,0.117068,5000,1.14941,15.6738,1,0.149414,0.0410156,0.0410156
1127,1.48019e-51,0.117073,5000,1.14551,15.6191,0.999023,0.146484,0.0546875,0.0546875
1128,1.48019e-51,0.117073,5000,1.12891,15.5693,0.999023,0.129883,0.0527344,0.0527344
1129,1.48019e-51,0.117073,5000,1.12695,15.5527,1,0.12793,0.0458984,0.0458984
1130,1.48019e-51,0.117054,5000,1.12402,15.5654,1,0.124023,0.0478516,0.0478516
1131,1.48019e-51,0.117061,5000,1.12305,15.5439,1,0.123047,0.0556641,0.0556641
1132,1.48164e-51,0.117039,5000,1.12891,15.6074,1,0.128906,0.0625,0.0625
1133,1.48164e-51,0.117039,5000,1.12793,15.6143,1,0.12793,0.0429688,0.0429688
1134,1.47875e-51,0.117108,5000,1.14355,15.668,0.998047,0.145508,0.0517578,0.0517578
1135,1.48019e-51,0.117073,5000,1.13379,15.6377,0.999023,0.134766,0.0517578,0.0517578
1136,1.48164e-51,0.117039,5000,1.13965,15.6201,1,0.139648,0.0400391,0.0400391
1137,1.48164e-51,0.117039,5000,1.13672,15.6455,1,0.136719,0.046875,0.046875
1138,1.48164e-51,0.117039,5000,1.14551,15.6309,1,0.145508,0.0507812,0.0507812
1139,1.48019e-51,0.117073,5000,1.15137,15.6221,0.999023,0.152344,0.0546875,0.0546875
1140,1.4793e-51,0.117068,5000,1.16016,15.6562,1,0.160156,0.0458984,0.0458984
1141,1.48164e-51,0.117039,5000,1.16211,15.6592,1,0.162109,0.046875,0.046875
1142,1.48019e-51,0.117054,5000,1.15039,15.668,1,0.150391,0.0458984,0.0458984
1143,1.48164e-51,0.117039,5000,1.1543,15.6387,1,0.154297,0.0439453,0.0439453
1144,1.48164e-51,0.117039,5000,1.15234,15.6289,1,0.152344,0.0458984,0.0458984
1145,1.48164e-51,0.117039,5000,1.14746,15.6396,1,0.147461,0.0478516,0.0478516
1146,1.4793e-51,0.117055,5000,1.15039,15.6406,1,0.150391,0.0537109,0.0537109
1147,1.47875e-51,0.117088,5000,1.15625,15.6367,1,0.157227,0.0537109,0.0537109
1148,1.48019e-51,0.117054,5000,1.14551,15.6602,1,0.145508,0.0664062,0.0664062
1149,1.48164e-51,0.117039,5000,1.14258,15.6826,1,0.142578,0.0556641,0.0556641
1150,1.48164e-51,0.117039,5000,1.14062,15.6963,1,0.140625,0.0576172,0.0576172
1151,1.48164e-51,0.117039,5000,1.12695,15.6475,1,0.126953,0.0410156,0.0410156
1152,1.47875e-51,0.117088,5000,1.13281,15.7139,1,0.133789,0.0527344,0.0527344
1153,1.48019e-51,0.117054,5000,1.13281,15.7148,1,0.132812,0.0410156,0.0410156
1154,1.48164e-51,0.117039,5000,1.12109,15.6768,1,0.121094,0.0615234,0.0615234
1155,1.48164e-51,0.117039,5000,1.13086,15.6826,1,0.130859,0.0458984,0.0458984
1156,1.48164e-51,0.117039,5000,1.1377,15.6963,1,0.137695,0.0449219,0.0449219
1157,1.47875e-51,0.117108,5000,1.13086,15.6719,0.998047,0.132812,0.0576172,0.0576172
1158,1.47875e-51,0.117069,5000,1.125,15.6689,1,0.125,0.0458984,0.0458984
1159,1.47875e-51,0.117095,5000,1.12891,15.6367,0.999023,0.129883,0.0488281,0.0488281
1160,1.48164e-51,0.117039,5000,1.13281,15.6426,1,0.132812,0.0527344,0.0527344
1161,1.48164e-51,0.117039,5000,1.13184,15.6045,1,0.131836,0.0654297,0.0654297
1162,1.48164e-51,0.117039,5000,1.12402,15.6377,1,0.124023,0.0488281,0.0488281
1163,1.48019e-51,0.117073,5000,1.13184,15.6348,0.999023,0.132812,0.0507812,0.0507812
1164,1.48075e-51,0.11704,5000,1.1377,15.6035,1,0.137695,0.0546875,0.0546875
1165,1.48019e-51,0.117073,5000,1.14062,15.5957,0.999023,0.141602,0.0439453,0.0439453
1166,1.48164e-51,0.117039,5000,1.15234,15.5762,1,0.152344,0.0546875,0.0546875
1167,1.48164e-51,0.117039,5000,1.15234,15.6104,1,0.152344,0.0488281,0.0488281
1168,1.48164e-51,0.117039,5000,1.15527,15.5518,1,0.155273,0.0400391,0.0400391
1169,1.48164e-51,0.117039,5000,1.16016,15.4912,1,0.160156,0.0478516,0.0478516
1170,1.48164e-51,0.117039,5000,1.15039,15.4932,1,0.150391,0.0517578,0.0517578
1171,1.47875e-51,0.117088,5000,1.15918,15.5,0.999023,0.160156,0.0410156,0.0410156
1172,1.48019e-51,0.117054,5000,1.16406,15.4834,1,0.164062,0.0546875,0.0546875
1173,1.48019e-51,0.117073,5000,1.16895,15.5029,0.999023,0.169922,0.0537109,0.0537109
1174,1.48164e-51,0.117039,5000,1.18066,15.582,1,0.180664,0.0507812,0.0507812
1175,1.48164e-51,0.117039,5000,1.17676,15.5645,1,0.176758,0.0556641,0.0556641
1176,1.48164e-51,0.117039,5000,1.16797,15.5234,1,0.167969,0.046875,0.046875
1177,1.48164e-51,0.117039,5000,1.1748,15.5215,1,0.174805,0.0371094,0.0371094
1178,1.48164e-51,0.117039,5000,1.16895,15.5137,1,0.168945,0.0458984,0.0458984
1179,1.48164e-51,0.117039,5000,1.16895,15.4844,1,0.168945,0.0576172,0.0576172
1180,1.48019e-51,0.117054,5000,1.17578,15.5205,1,0.175781,0.0498047,0.0498047
1181,1.47875e-51,0.117088,5000,1.16602,15.4922,0.999023,0.166992,0.0449219,0.0449219
1182,1.48019e-51,0.117054,5000,1.16113,15.5088,1,0.161133,0.0449219,0.0449219
1183,1.48075e-51,0.11704,5000,1.17285,15.5078,1,0.172852,0.0634766,0.0634766
1184,1.48019e-51,0.117073,5000,1.17383,15.501,0.999023,0.174805,0.0615234,0.0615234
1185,1.48164e-51,0.117039,5000,1.17383,15.4756,1,0.173828,0.0585938,0.0585938
1186,1.48164e-51,0.117039,5000,1.1709,15.4736,1,0.170898,0.0410156,0.0410156
1187,1.48164e-51,0.117039,5000,1.1748,15.5264,1.00098,0.173828,0.0488281,0.0488281
1188,1.48019e-51,0.117054,5000,1.16602,15.541,1.00195,0.164062,0.0615234,0.0615234
1189,1.48019e-51,0.117073,5000,1.1416,15.5029,1.00098,0.140625,0.0576172,0.0576172
1190,1.48019e-51,0.117073,5000,1.13086,15.4385,1.00293,0.12793,0.0371094,0.0371094
1191,1.48164e-51,0.117039,5000,1.12793,15.4414,1.00195,0.125977,0.0439453,0.0439453
1192,1.48019e-51,0.117067,5000,1.12695,15.4609,1.00195,0.125,0.0546875,0.0546875
1193,1.48164e-51,0.117039,5000,1.12402,15.4316,1.00195,0.12207,0.0498047,0.0498047
1194,1.48019e-51,0.117054,5000,1.12207,15.4443,1.00195,0.120117,0.0380859,0.0380859
1195,1.48019e-51,0.117054,5000,1.11816,15.4482,1.00098,0.117188,0.0556641,0.0556641
1196,1.48019e-51,0.117073,5000,1.11816,15.4727,1.00098,0.117188,0.0576172,0.0576172
1197,1.48164e-51,0.117039,5000,1.12598,15.5156,1.00098,0.125,0.0537109,0.0537109
1198,1.48019e-51,0.117073,5000,1.13574,15.5527,1,0.135742,0.0556641,0.0556641
1199,1.4793e-51,0.117074,5000,1.13184,15.5469,0.999023,0.132812,0.0488281,0.0488281
1200,1.48164e-51,0.117039,5000,1.14941,15.5869,1,0.149414,0.0439453,0.0439453
1201,1.48164e-51,0.117039,5000,1.15918,15.6299,1,0.15918,0.0429688,0.0429688
1202,1.48164e-51,0.117039,5000,1.14941,15.627,1,0.149414,0.0654297,0.0654297
1203,1.48164e-51,0.117039,5000,1.14453,15.5947,1,0.144531,0.0449219,0.0449219
1204,1.48164e-51,0.117039,5000,1.13867,15.5723,1,0.138672,0.046875,0.046875
1205,1.48164e-51,0.117039,5000,1.14746,15.5254,1,0.147461,0.0595703,0.0595703
1206,1.48164e-51,0.117039,5000,1.15918,15.5859,1,0.15918,0.0449219,0.0449219
1207,1.48164e-51,0.117039,5000,1.16602,15.5527,1,0.166016,0.046875,0.046875
1208,1.48019e-51,0.117073,5000,1.16504,15.585,0.999023,0.166016,0.0439453,0.0439453
1209,1.48164e-51,0.117039,5000,1.17285,15.5889,1,0.172852,0.0429688,0.0429688
1210,1.48164e-51,0.117039,5000,1.17773,15.6025,1,0.177734,0.0507812,0.0507812
1211,1.48019e-51,0.117054,5000,1.18262,15.5664,1,0.182617,0.0566406,0.0566406
1212,1.48019e-51,0.117054,5000,1.17383,15.5166,1,0.173828,0.0488281,0.0488281
1213,1.47875e-51,0.117076,5000,1.17383,15.5225,1,0.173828,0.0537109,0.0537109
1214,1.48164e-51,0.117039,5000,1.18555,15.4844,1.00098,0.18457,0.0664062,0.0664062
1215,1.48019e-51,0.117054,5000,1.16895,15.4756,1.00195,0.166992,0.046875,0.046875
1216,1.48164e-51,0.117039,5000,1.18262,15.5625,1.00098,0.181641,0.0419922,0.0419922
1217,1.48019e-51,0.117073,5000,1.17871,15.5029,1,0.178711,0.0556641,0.0556641
1218,1.48164e-51,0.117039,5000,1.18652,15.5254,1.00098,0.185547,0.0390625,0.0390625
1219,1.48019e-51,0.117073,5000,1.18262,15.5127,0.999023,0.183594,0.0498047,0.0498047
1220,1.48164e-51,0.117039,5000,1.19141,15.5303,1,0.191406,0.0546875,0.0546875
1221,1.48164e-51,0.117039,5000,1.18945,15.5146,1,0.189453,0.0517578,0.0517578
1222,1.48164e-51,0.117039,5000,1.18457,15.4805,1,0.18457,0.0537109,0.0537109
1223,1.48019e-51,0.117054,5000,1.17578,15.4561,1,0.175781,0.0517578,0.0517578
1224,1.48164e-51,0.117039,5000,1.17871,15.457,1,0.178711,0.0439453,0.0439453
1225,1.48019e-51,0.117054,5000,1.17383,15.4902,1,0.173828,0.046875,0.046875
1226,1.48164e-51,0.117039,5000,1.17871,15.4746,1,0.178711,0.046875,0.046875
1227,1.48164e-51,0.117039,5000,1.17188,15.4453,1,0.171875,0.0449219,0.0449219
1228,1.48164e-51,0.117039,5000,1.16309,15.4033,1,0.163086,0.046875,0.046875
1229,1.48019e-51,0.117073,5000,1.14941,15.416,0.999023,0.150391,0.0439453,0.0439453
1230,1.48019e-51,0.117073,5000,1.15039,15.3213,0.999023,0.151367,0.0566406,0.0566406
1231,1.48164e-51,0.117039,5000,1.1709,15.3447,1,0.170898,0.0410156,0.0410156
1232,1.48019e-51,0.117073,5000,1.17285,15.335,0.999023,0.173828,0.0429688,0.0429688
1233,1.48164e-51,0.117039,5000,1.16113,15.3613,1,0.161133,0.0380859,0.0380859
1234,1.48164e-51,0.117039,5000,1.16992,15.3721,1,0.169922,0.0419922,0.0419922
1235,1.48164e-51,0.117039,5000,1.1748,15.3408,1,0.174805,0.0458984,0.0458984
1236,1.47875e-51,0.117108,5000,1.1709,15.3447,0.998047,0.172852,0.0458984,0.0458984
1237,1.48019e-51,0.117054,5000,1.16992,15.3281,1,0.169922,0.0517578,0.0517578
1238,1.48164e-51,0.117039,5000,1.16211,15.2832,1,0.162109,0.0458984,0.0458984
1239,1.48164e-51,0.117039,5000,1.16211,15.3174,1,0.162109,0.0556641,0.0556641
1240,1.4793e-51,0.117055,5000,1.16309,15.3496,1,0.163086,0.0419922,0.0419922
1241,1.48164e-51,0.117039,5000,1.15137,15.3193,1,0.151367,0.0566406,0.0566406
1242,1.48164e-51,0.117039,5000,1.14648,15.3232,1,0.146484,0.0517578,0.0517578
1243,1.48019e-51,0.117073,5000,1.15234,15.3096,0.999023,0.15332,0.046875,0.046875
1244,1.48164e-51,0.117039,5000,1.15039,15.3213,1,0.150391,0.046875,0.046875
1245,1.47875e-51,0.117116,5000,1.14551,15.3193,0.999023,0.146484,0.0527344,0.0527344
1246,1.48164e-51,0.117039,5000,1.14941,15.293,1,0.149414,0.046875,0.046875
1247,1.48164e-51,0.117039,5000,1.16113,15.3213,1,0.161133,0.0419922,0.0419922
1248,1.48164e-51,0.117039,5000,1.17285,15.3564,1,0.172852,0.0449219,0.0449219
1249,1.48019e-51,0.117073,5000,1.16406,15.3457,0.999023,0.165039,0.0556641,0.0556641
1250,1.48164e-51,0.117039,5000,1.16699,15.415,1,0.166992,0.0478516,0.0478516
1251,1.48019e-51,0.117073,5000,1.16309,15.4053,0.999023,0.164062,0.0556641,0.0556641
1252,1.48019e-51,0.117054,5000,1.16797,15.415,1,0.167969,0.0537109,0.0537109
1253,1.48164e-51,0.117039,5000,1.17578,15.4404,1,0.175781,0.0429688,0.0429688
1254,1.48164e-51,0.117039,5000,1.16699,15.4512,1,0.166992,0.0507812,0.0507812
1255,1.48164e-51,0.117039,5000,1.15234,15.4229,1,0.152344,0.0585938,0.0585938
1256,1.48019e-51,0.117054,5000,1.14551,15.4092,1,0.145508,0.0498047,0.0498047
1257,1.48164e-51,0.117039,5000,1.14941,15.4688,1,0.149414,0.046875,0.046875
